datetime,KQ.m@CFFEX.IC,expire_rest_days
2025-07-31 00:00:00+08:00,CFFEX.IC2509,51
2025-08-01 00:00:00+08:00,CFFEX.IC2509,50
2025-08-04 00:00:00+08:00,CFFEX.IC2509,49
2025-08-05 00:00:00+08:00,CFFEX.IC2509,46
2025-08-06 00:00:00+08:00,CFFEX.IC2509,45
2025-08-07 00:00:00+08:00,CFFEX.IC2509,44
2025-08-08 00:00:00+08:00,CFFEX.IC2509,43
2025-08-11 00:00:00+08:00,CFFEX.IC2509,42
2025-08-12 00:00:00+08:00,CFFEX.IC2509,39
2025-08-13 00:00:00+08:00,CFFEX.IC2509,38
2025-08-14 00:00:00+08:00,CFFEX.IC2509,37
2025-08-15 00:00:00+08:00,CFFEX.IC2509,36
2025-08-18 00:00:00+08:00,CFFEX.IC2509,35
2025-08-19 00:00:00+08:00,CFFEX.IC2509,32
2025-08-20 00:00:00+08:00,CFFEX.IC2509,31
2025-08-21 00:00:00+08:00,CFFEX.IC2509,30
2025-08-22 00:00:00+08:00,CFFEX.IC2509,29
2025-08-25 00:00:00+08:00,CFFEX.IC2509,28
2025-08-26 00:00:00+08:00,CFFEX.IC2509,25
2025-08-27 00:00:00+08:00,CFFEX.IC2509,24
2025-08-28 00:00:00+08:00,CFFEX.IC2509,23
2025-08-29 00:00:00+08:00,CFFEX.IC2509,22
2025-09-01 00:00:00+08:00,CFFEX.IC2509,21
2025-09-02 00:00:00+08:00,CFFEX.IC2509,18
2025-09-03 00:00:00+08:00,CFFEX.IC2509,17
2025-09-04 00:00:00+08:00,CFFEX.IC2509,16
2025-09-05 00:00:00+08:00,CFFEX.IC2509,15
2025-09-08 00:00:00+08:00,CFFEX.IC2509,14
2025-09-09 00:00:00+08:00,CFFEX.IC2509,11
2025-09-10 00:00:00+08:00,CFFEX.IC2509,10
2025-09-11 00:00:00+08:00,CFFEX.IC2509,9
2025-09-12 00:00:00+08:00,CFFEX.IC2509,8
2025-09-15 00:00:00+08:00,CFFEX.IC2509,7
2025-09-16 00:00:00+08:00,CFFEX.IC2509,4
2025-09-17 00:00:00+08:00,CFFEX.IC2509,3
2025-09-18 00:00:00+08:00,CFFEX.IC2512,93
2025-09-19 00:00:00+08:00,CFFEX.IC2512,92
2025-09-22 00:00:00+08:00,CFFEX.IC2512,91
2025-09-23 00:00:00+08:00,CFFEX.IC2512,88
2025-09-24 00:00:00+08:00,CFFEX.IC2512,87
2025-09-25 00:00:00+08:00,CFFEX.IC2512,86
2025-09-26 00:00:00+08:00,CFFEX.IC2512,85
2025-09-29 00:00:00+08:00,CFFEX.IC2512,84
2025-09-30 00:00:00+08:00,CFFEX.IC2512,81
2025-10-09 00:00:00+08:00,CFFEX.IC2512,72
2025-10-10 00:00:00+08:00,CFFEX.IC2512,71
2025-10-13 00:00:00+08:00,CFFEX.IC2512,70
2025-10-14 00:00:00+08:00,CFFEX.IC2512,67
2025-10-15 00:00:00+08:00,CFFEX.IC2512,66
2025-10-16 00:00:00+08:00,CFFEX.IC2512,65
2025-10-17 00:00:00+08:00,CFFEX.IC2512,64
2025-10-20 00:00:00+08:00,CFFEX.IC2512,63
2025-10-21 00:00:00+08:00,CFFEX.IC2512,60
2025-10-22 00:00:00+08:00,CFFEX.IC2512,59
2025-10-23 00:00:00+08:00,CFFEX.IC2512,58
2025-10-24 00:00:00+08:00,CFFEX.IC2512,57
2025-10-27 00:00:00+08:00,CFFEX.IC2512,56
2025-10-28 00:00:00+08:00,CFFEX.IC2512,53
2025-10-29 00:00:00+08:00,CFFEX.IC2512,52
2025-10-30 00:00:00+08:00,CFFEX.IC2512,51
2025-10-31 00:00:00+08:00,CFFEX.IC2512,50
2025-11-03 00:00:00+08:00,CFFEX.IC2512,49
2025-11-04 00:00:00+08:00,CFFEX.IC2512,46
2025-11-05 00:00:00+08:00,CFFEX.IC2512,45
2025-11-06 00:00:00+08:00,CFFEX.IC2512,44
2025-11-07 00:00:00+08:00,CFFEX.IC2512,43
2025-11-10 00:00:00+08:00,CFFEX.IC2512,42
2025-11-11 00:00:00+08:00,CFFEX.IC2512,39
2025-11-12 00:00:00+08:00,CFFEX.IC2512,38
2025-11-13 00:00:00+08:00,CFFEX.IC2512,37
2025-11-14 00:00:00+08:00,CFFEX.IC2512,36
2025-11-17 00:00:00+08:00,CFFEX.IC2512,35
2025-11-18 00:00:00+08:00,CFFEX.IC2512,32
2025-11-19 00:00:00+08:00,CFFEX.IC2512,31
2025-11-20 00:00:00+08:00,CFFEX.IC2512,30
2025-11-21 00:00:00+08:00,CFFEX.IC2512,29
2025-11-24 00:00:00+08:00,CFFEX.IC2512,28
2025-11-25 00:00:00+08:00,CFFEX.IC2512,25
2025-11-26 00:00:00+08:00,CFFEX.IC2512,24
2025-11-27 00:00:00+08:00,CFFEX.IC2512,23
2025-11-28 00:00:00+08:00,CFFEX.IC2512,22
2025-12-01 00:00:00+08:00,CFFEX.IC2512,21
2025-12-02 00:00:00+08:00,CFFEX.IC2512,18
2025-12-03 00:00:00+08:00,CFFEX.IC2512,17
2025-12-04 00:00:00+08:00,CFFEX.IC2512,16
2025-12-05 00:00:00+08:00,CFFEX.IC2512,15
2025-12-08 00:00:00+08:00,CFFEX.IC2512,14
2025-12-09 00:00:00+08:00,CFFEX.IC2512,11
2025-12-10 00:00:00+08:00,CFFEX.IC2512,10
2025-12-11 00:00:00+08:00,CFFEX.IC2512,9
2025-12-12 00:00:00+08:00,CFFEX.IC2512,8
2025-12-15 00:00:00+08:00,CFFEX.IC2512,7
2025-12-16 00:00:00+08:00,CFFEX.IC2512,4
2025-12-17 00:00:00+08:00,CFFEX.IC2512,3
2025-12-18 00:00:00+08:00,CFFEX.IC2603,93
2025-12-19 00:00:00+08:00,CFFEX.IC2603,92
2025-12-22 00:00:00+08:00,CFFEX.IC2603,91
2025-12-23 00:00:00+08:00,CFFEX.IC2603,88
2025-12-24 00:00:00+08:00,CFFEX.IC2603,87
2025-12-25 00:00:00+08:00,CFFEX.IC2603,86
2025-12-26 00:00:00+08:00,CFFEX.IC2603,85
2025-12-29 00:00:00+08:00,CFFEX.IC2603,84
2025-12-30 00:00:00+08:00,CFFEX.IC2603,81
2025-12-31 00:00:00+08:00,CFFEX.IC2603,80
2026-01-05 00:00:00+08:00,CFFEX.IC2603,77
2026-01-06 00:00:00+08:00,CFFEX.IC2603,74
2026-01-07 00:00:00+08:00,CFFEX.IC2603,73
2026-01-08 00:00:00+08:00,CFFEX.IC2603,72
2026-01-09 00:00:00+08:00,CFFEX.IC2603,71
2026-01-12 00:00:00+08:00,CFFEX.IC2603,70
2026-01-13 00:00:00+08:00,CFFEX.IC2603,67
2026-01-14 00:00:00+08:00,CFFEX.IC2603,66
2026-01-15 00:00:00+08:00,CFFEX.IC2603,65
2026-01-16 00:00:00+08:00,CFFEX.IC2603,64
2026-01-19 00:00:00+08:00,CFFEX.IC2603,63
2026-01-20 00:00:00+08:00,CFFEX.IC2603,60
2026-01-21 00:00:00+08:00,CFFEX.IC2603,59
2026-01-22 00:00:00+08:00,CFFEX.IC2603,58
2026-01-23 00:00:00+08:00,CFFEX.IC2603,57
2026-01-26 00:00:00+08:00,CFFEX.IC2603,56
2026-01-27 00:00:00+08:00,CFFEX.IC2603,53
2026-01-28 00:00:00+08:00,CFFEX.IC2603,52
2026-01-29 00:00:00+08:00,CFFEX.IC2603,51
2026-01-30 00:00:00+08:00,CFFEX.IC2603,50
2026-02-02 00:00:00+08:00,CFFEX.IC2603,49
2026-02-03 00:00:00+08:00,CFFEX.IC2603,46
2026-02-04 00:00:00+08:00,CFFEX.IC2603,45
2026-02-05 00:00:00+08:00,CFFEX.IC2603,44
2026-02-06 00:00:00+08:00,CFFEX.IC2603,43
2026-02-09 00:00:00+08:00,CFFEX.IC2603,42
2026-02-10 00:00:00+08:00,CFFEX.IC2603,39
2026-02-11 00:00:00+08:00,CFFEX.IC2603,38
2026-02-12 00:00:00+08:00,CFFEX.IC2603,37
2026-02-13 00:00:00+08:00,CFFEX.IC2603,36
2026-02-24 00:00:00+08:00,CFFEX.IC2603,25
2026-02-25 00:00:00+08:00,CFFEX.IC2603,24
2026-02-26 00:00:00+08:00,CFFEX.IC2603,23
2026-02-27 00:00:00+08:00,CFFEX.IC2603,22
2026-03-02 00:00:00+08:00,CFFEX.IC2603,21
2026-03-03 00:00:00+08:00,CFFEX.IC2603,18
2026-03-04 00:00:00+08:00,CFFEX.IC2603,17
2026-03-05 00:00:00+08:00,CFFEX.IC2603,16
2026-03-06 00:00:00+08:00,CFFEX.IC2603,15
2026-03-09 00:00:00+08:00,CFFEX.IC2603,14
2026-03-10 00:00:00+08:00,CFFEX.IC2603,11
2026-03-11 00:00:00+08:00,CFFEX.IC2603,10
2026-03-12 00:00:00+08:00,CFFEX.IC2603,9
2026-03-13 00:00:00+08:00,CFFEX.IC2603,8
2026-03-16 00:00:00+08:00,CFFEX.IC2603,7
2026-03-17 00:00:00+08:00,CFFEX.IC2603,4
2026-03-18 00:00:00+08:00,CFFEX.IC2603,3
2026-03-19 00:00:00+08:00,CFFEX.IC2606,96
2026-03-20 00:00:00+08:00,CFFEX.IC2606,95
2026-03-23 00:00:00+08:00,CFFEX.IC2606,94
2026-03-24 00:00:00+08:00,CFFEX.IC2606,91
2026-03-25 00:00:00+08:00,CFFEX.IC2606,90
2026-03-26 00:00:00+08:00,CFFEX.IC2606,89
2026-03-27 00:00:00+08:00,CFFEX.IC2606,88
2026-03-30 00:00:00+08:00,CFFEX.IC2606,87
2026-03-31 00:00:00+08:00,CFFEX.IC2606,84
2026-04-01 00:00:00+08:00,CFFEX.IC2606,83
2026-04-02 00:00:00+08:00,CFFEX.IC2606,82
2026-04-03 00:00:00+08:00,CFFEX.IC2606,81
2026-04-07 00:00:00+08:00,CFFEX.IC2606,77
2026-04-08 00:00:00+08:00,CFFEX.IC2606,76
2026-04-09 00:00:00+08:00,CFFEX.IC2606,75
2026-04-10 00:00:00+08:00,CFFEX.IC2606,74
2026-04-13 00:00:00+08:00,CFFEX.IC2606,73
2026-04-14 00:00:00+08:00,CFFEX.IC2606,70
2026-04-15 00:00:00+08:00,CFFEX.IC2606,69
2026-04-16 00:00:00+08:00,CFFEX.IC2606,68
2026-04-17 00:00:00+08:00,CFFEX.IC2606,67
2026-04-20 00:00:00+08:00,CFFEX.IC2606,66
2026-04-21 00:00:00+08:00,CFFEX.IC2606,63
